accountnumber,alcoholrecipienttype,altemail,altname,altphone,balancesearch,billingratecard,buyingreason,buyingtimeframe,campaignevent,category,comments,companyname,consolbalancesearch,consoldaysoverduesearch,consoldepositbalancesearch,consoloverduebalancesearch,consolunbilledorderssearch,contact,convertedtocontact,convertedtocustomer,creditholdoverride,creditlimit,cseg_bb_sales_chann,currency,custentity1,custentity_2663_customer_refund,custentity_2663_direct_debit,custentity_2663_email_address_notif,custentity_9572_custref_file_format,custentity_9572_dd_file_format,custentity_9572_ddcust_entitybank_sub,custentity_9572_ddcust_entitybnkformat,custentity_9572_refcust_entitybnkformat,custentity_9572_refundcust_entitybnk_sub,custentity_9997_dd_file_format,custentity_auto_bill_customer,custentity_bb_edi_customer,custentity_bb_sps_routing_key,custentity_bb_sps_vendor_no,custentity_bdc_customer_name,custentity_bdc_lastupdatedbyimport,custentity_bdc_shortname,custentity_bdc_sync_exclude,custentity_ccc_accrual_retail_mkt,custentity_ccc_acctmgr,custentity_ccc_auto_email_approved_inv,custentity_ccc_auto_gen_batch_prnt_label,custentity_ccc_auto_generate_po_ack,custentity_ccc_collections_rep,custentity_ccc_cust_class_sales_chan,custentity_ccc_customerid_to_sps,custentity_ccc_ehub_api_key,custentity_ccc_ehub_charge_for_shipping,custentity_ccc_ehub_ret_addr_1,custentity_ccc_ehub_ret_addr_2,custentity_ccc_ehub_ret_city,custentity_ccc_ehub_ret_company_name,custentity_ccc_ehub_ret_country,custentity_ccc_ehub_ret_first_name,custentity_ccc_ehub_ret_last_name,custentity_ccc_ehub_ret_phone,custentity_ccc_ehub_ret_state,custentity_ccc_ehub_ret_zip,custentity_ccc_ehub_shipping_markup_perc,custentity_ccc_include_in_dunning,custentity_ccc_multiple_email_addresses,custentity_ccc_pct_accrual_pricing,custentity_ccc_pct_accrual_spoilage,custentity_ccc_sales_channel_suite_conne,custentity_ccc_se_ltl_contact_email,custentity_ccc_se_ltl_contact_name,custentity_ccc_se_ltl_contact_phone_numb,custentity_ccc_send_edi_sps_asn,custentity_ccc_ship_with_ccs,custentity_ccc_ship_with_ehub,custentity_ccc_sps_configreq,custentity_ccc_uploaded_from_nurished,custentity_department,custentity_mancini_customer,custentity_naw_trans_need_approval,custentity_packship_customer_packinstruc,custentity_revenue_recognition,custentity_rfs_customer_labelgroup,custentity_rfs_edi_customer,custentity_rfs_edi_print_asn,custentity_rfs_edi_print_ucc,custentity_shipping_days_to_customer,custentity_shopify_cust_type,custentity_sps_accept_tp_uom,custentity_sps_enable_if_to_inv_sourcing,custentity_sps_enable_invoice_workflow,custentity_sps_item_case_conversion,custentity_sps_lot_exp_flag,custentity_sps_lot_man_pack_qtys,custentity_sps_package_data_source,custentity_sps_sscc_ext_digit,custentity_sps_tp_price_accept,custentity_wmsse_asn_required,custentitymanual_fulfil_auth,custentitypromomashaccess,custpartnerrolesforsearch,dateclosed,dateconversion,datecreated,dategrosslead,datelead,dateprospect,daysoverduesearch,defaultallocationstrategy,defaultbankaccount,defaultbillingaddress,defaultorderpriority,defaultshippingaddress,depositbalancesearch,duplicate,email,emailpreference,emailtransactions,enddate,entityid,entitynumber,entitystatus,entitytitle,estimatedbudget,externalid,fax,faxtransactions,firstname,firstorderdate,firstsaledate,firstsaleperiod,fullname,giveaccess,globalsubscriptionstatus,groupinvoices,homephone,id,isautogeneratedrepresentingentity,isbudgetapproved,isexplicitconversion,isinactive,isjob,isperson,language,lastmodifieddate,lastname,lastorderdate,lastsaledate,lastsaleperiod,leadsource,middlename,mobilephone,negativenumberformat,numberformat,oncredithold,overduebalancesearch,parent,phone,prefccprocessor,pricelevel,printoncheckas,printtransactions,probability,receivablesaccount,reminderdays,representingsubsidiary,resalenumber,salesreadiness,salesrep,salutation,searchstage,shipcomplete,shippingcarrier,shippingitem,startdate,taxable,taxitem,terms,territory,thirdpartyacct,thirdpartycarrier,thirdpartycountry,thirdpartyzipcode,title,toplevelparent,unbilledorderssearch,unsubscribe,url,vatregnumber,custentity_bb_lead_time
NULL,CONSUMER,NULL,Pennsouth Distributing,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Pennsouth Distributing,0,0,0,0,10964.16,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0761168 Pennsouth Distributing,F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,53:44.0,NULL,53:44.0,NULL,NULL,NULL,0,NULL,NULL,12404250,NULL,14363,0,F,pbbatch@hotmail.com,PDF,T,NULL,C0761168,761168,13,C0761168 Pennsouth Distributing,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,56,C0761168 Pennsouth Distributing,F,2,F,NULL,773780,F,F,NULL,F,F,F,en_US,53:41.0,NULL,00:00.0,00:00.0,127,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,773780,10964.16,T,NULL,NULL,21
NULL,CONSUMER,NULL,Sheehan Majestic,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Sheehan Majestic,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,F,C0761175 Sheehan Majestic,F,NULL,NULL,T,F,F,NULL,233,T,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,T,F,NULL,T,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,39:21.0,NULL,39:21.0,NULL,NULL,NULL,0,NULL,NULL,16431,NULL,16430,0,F,invoices@sheehanmajestic.com,PDF,F,NULL,C0761175,761175,13,C0761175 Sheehan Majestic,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,60,C0761175 Sheehan Majestic,F,2,F,NULL,773846,F,F,NULL,T,F,F,en_US,06:33.0,NULL,00:00.0,00:00.0,81,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(801) 266-4453,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,T,95735,2,NULL,NULL,NULL,NULL,NULL,NULL,773846,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,"S. Abraham & Son's, Inc",NULL,22291.2,NULL,NULL,NULL,NULL,1,Email Jill or Mike for AR related questions,"S. Abraham & Son's, Inc",22291.2,0,0,0,95235.85,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,"C0761501 S. Abraham & Son's, Inc",F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,"jill.bunce@sasinc.com, mbraxmaier@shankmanandassociates.com",NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,07:40.0,NULL,07:40.0,NULL,NULL,NULL,0,NULL,NULL,129106,NULL,129105,0,F,acct.payable@sasinc.com,PDF,T,NULL,C0761501,761501,13,"C0761501 S. Abraham & Son's, Inc",NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,73,"C0761501 S. Abraham & Son's, Inc",F,2,F,NULL,777163,F,F,NULL,F,F,F,en_US,08:03.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(616) 453-6358 ext 6542,NULL,2,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,777163,95235.85,T,NULL,F38-1743581,21
NULL,CONSUMER,NULL,Winco,NULL,558040.32,NULL,NULL,NULL,NULL,1,For Remittance info email dccheckstatus@wincofoods.com,Winco,558040.32,0,0,0,93346.56,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C0761178 Winco,F,NULL,NULL,T,F,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,dccheckstatus@wincofoods.com,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,12:26.0,NULL,12:26.0,NULL,NULL,NULL,0,NULL,NULL,8199021,NULL,NULL,0,F,dcap@wincofoods.com,PDF,F,NULL,C0761178,761178,13,C0761178 Winco,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,62,C0761178 Winco,F,2,F,NULL,774062,F,F,NULL,F,F,F,en_US,03:13.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(877) 423-2443,NULL,2,NULL,F,1,-10,NULL,NULL,NULL,NULL,11281193,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,774062,93346.56,T,NULL,NULL,21
NULL,CONSUMER,NULL,Al's Sporting Goods,NULL,3265.92,NULL,NULL,NULL,NULL,1,This customer will pick up unless otherwise noted,Al's Sporting Goods,3265.92,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,4APALLBUILTBRAN,NULL,NULL,F,C0762140 Al's Sporting Goods,F,NULL,NULL,T,F,T,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,rachel.orme@als.com,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,46:57.0,NULL,46:56.0,NULL,NULL,NULL,0,NULL,NULL,24331904,NULL,26938713,0,F,ap@als.com,PDF,F,NULL,C0762140,762140,13,C0762140 Al's Sporting Goods,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,75,C0762140 Al's Sporting Goods,F,2,F,NULL,779093,F,F,NULL,F,F,F,en_US,25:42.0,NULL,00:00.0,00:00.0,131,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(435) 752-5151,NULL,2,NULL,F,1,-10,NULL,NULL,NULL,NULL,12826022,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,779093,0,T,NULL,11891597-002-STC,21
NULL,CONSUMER,NULL,Western Recreations Industries,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Western Recreations Industries,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0771595 Western Recreations Industries,F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,33:37.0,NULL,33:37.0,NULL,NULL,NULL,0,NULL,NULL,190258,NULL,190258,0,F,stan@wribiz.net,PDF,F,NULL,C0771595,771595,13,C0771595 Western Recreations Industries,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,75,C0771595 Western Recreations Industries,F,2,F,NULL,809200,F,F,NULL,T,F,F,en_US,02:08.0,NULL,00:00.0,00:00.0,77,NULL,NULL,NULL,NULL,NULL,F,0,NULL,1 (800) 525-1181,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,T,95735,2,NULL,NULL,NULL,NULL,NULL,NULL,809200,0,T,NULL,84-0564402,21
NULL,CONSUMER,NULL,SportLife Distribtion,NULL,83963.52,NULL,NULL,NULL,NULL,1,Erin@sportlifedistribution.com is the AP Contact,SportLife Distribtion,83963.52,54,0,42105.6,22043.52,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1361540 SportLife Distribtion,F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,Erin@sportlifedistribution.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,T,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,41:09.0,NULL,41:09.0,NULL,NULL,NULL,54,NULL,NULL,9842173,NULL,14487741,0,F,invoices@sportlifedistribution.com,DEFAULT,T,NULL,C1361540,1361540,13,C1361540 SportLife Distribtion,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,103,C1361540 SportLife Distribtion,F,2,F,NULL,5812203,F,F,NULL,F,F,F,en_US,56:40.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,21795.84,NULL,(954) 901-1045,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,5812203,22043.52,T,NULL,47-4917092,21
NULL,CONSUMER,NULL,"Core-Mark International, Inc. : Core-Mark Las Vegas",NULL,0,NULL,NULL,NULL,NULL,1,NULL,Core-Mark Las Vegas,343158.4,32,0,26342.4,-206371200,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0761198 Core-Mark Las Vegas,F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,T,F,35,T,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,41:14.0,NULL,41:14.0,NULL,NULL,NULL,0,NULL,NULL,72721,NULL,72720,0,T,invoices.USA@pfgc.com,PDF,T,NULL,C0761198,761198,13,C0761198 Core-Mark Las Vegas,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,72,"C0761137 Core-Mark International, Inc. : C0761198 Core-Mark Las Vegas",F,2,F,NULL,774767,F,F,NULL,F,F,F,en_US,50:15.0,NULL,00:00.0,00:00.0,111,NULL,NULL,NULL,NULL,NULL,F,0,772895,NULL,NULL,2,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,772895,0,T,NULL,742354997,21
NULL,CONSUMER,NULL,Cohen Foods,(618) 452-3156,30111.84,NULL,NULL,NULL,NULL,1,sarah@cohen-foods.com,Cohen Foods,30111.84,6,0,5949.6,4735.68,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1138863 Cohen Foods,F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,04:55.0,NULL,04:55.0,NULL,NULL,NULL,6,NULL,NULL,5731332,NULL,5731332,0,F,invoices@cohen-foods.com,PDF,T,NULL,C1138863,1138863,13,C1138863 Cohen Foods,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,95,C1138863 Cohen Foods,F,2,F,NULL,3692807,F,F,NULL,F,F,F,en_US,10:44.0,NULL,00:00.0,00:00.0,131,NULL,NULL,NULL,NULL,NULL,F,5949.6,NULL,(314) 436-6677,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,3692807,4735.68,T,NULL,3991-4925,21
NULL,CONSUMER,NULL,Great Lakes Outdoor Supply,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Great Lakes Outdoor Supply,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0771627 Great Lakes Outdoor Supply,F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,42:25.0,NULL,42:25.0,NULL,NULL,NULL,0,NULL,NULL,190462,NULL,190462,0,F,katie@dandrsports.com,PDF,T,NULL,C0771627,771627,13,C0771627 Great Lakes Outdoor Supply,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,C0771627 Great Lakes Outdoor Supply,F,2,F,NULL,809304,F,F,NULL,F,F,F,en_US,46:29.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(440) 632-9151,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,809304,0,T,NULL,34-1945593,21
NULL,CONSUMER,NULL,"Core-Mark International, Inc. : Core-Mark International Inc - Salt Lake City",NULL,0,NULL,NULL,NULL,NULL,1,NULL,Core-Mark International Inc - Salt Lake City,343158.4,32,0,26342.4,-206371200,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0761204 Core-Mark International Inc - Salt Lake City,F,NULL,NULL,T,F,F,NULL,233,T,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,35,T,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,52:22.0,NULL,52:22.0,NULL,NULL,NULL,0,NULL,NULL,100812,NULL,100812,0,T,invoices.USA@pfgc.com,PDF,T,NULL,C0761204,761204,13,C0761204 Core-Mark International Inc - Salt Lake City,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,89,"C0761137 Core-Mark International, Inc. : C0761204 Core-Mark International Inc - Salt Lake City",F,2,F,NULL,774823,F,F,NULL,F,F,F,en_US,49:15.0,NULL,00:00.0,00:00.0,89,NULL,NULL,NULL,NULL,NULL,F,0,772895,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,772895,0,T,NULL,742354997,21
NULL,CONSUMER,NULL,Carmi Wholesale,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Carmi Wholesale,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0761170 Carmi Wholesale,F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,29:16.0,NULL,29:16.0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,15155,0,F,rbachman@hucks.com,PDF,F,NULL,C0761170,761170,13,C0761170 Carmi Wholesale,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,58,C0761170 Carmi Wholesale,F,2,F,NULL,773808,F,F,NULL,T,F,F,en_US,38:12.0,NULL,00:00.0,00:00.0,79,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,T,95735,2,NULL,NULL,NULL,NULL,NULL,NULL,773808,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,"Schnuck Markets, Inc.",NULL,0,NULL,NULL,NULL,NULL,1,NULL,"Schnuck Markets, Inc.",0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,"C0761164 Schnuck Markets, Inc.",F,NULL,NULL,T,F,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,27:37.0,NULL,27:37.0,NULL,NULL,NULL,0,NULL,NULL,14292,NULL,NULL,0,F,accountspayable@schnucks.com,PDF,F,NULL,C0761164,761164,13,"C0761164 Schnuck Markets, Inc.",NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,51,"C0761164 Schnuck Markets, Inc.",F,2,F,NULL,773602,F,F,NULL,F,F,F,en_US,55:18.0,NULL,00:00.0,00:00.0,106,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,773602,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,Powers Candy,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Powers Candy,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,F,C0761189 Powers Candy,F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,T,F,NULL,T,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,35:25.0,NULL,35:25.0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,F,jpowers@powerscandyco.com,PDF,F,NULL,C0761189,761189,13,C0761189 Powers Candy,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,C0761189 Powers Candy,F,2,F,NULL,774696,F,F,NULL,F,F,F,en_US,54:43.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,774696,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,General Nutrition Corp Franchise,NULL,0,NULL,NULL,NULL,NULL,1,accountspayable@gnc-hq.com,General Nutrition Corp Franchise,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0761220 General Nutrition Corp Franchise,F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,22:08.0,NULL,22:07.0,NULL,NULL,NULL,0,NULL,NULL,113629,NULL,113629,0,F,Edward-Michalski@gnc-hq.com,PDF,T,NULL,C0761220,761220,13,C0761220 General Nutrition Corp Franchise,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,73,C0761220 General Nutrition Corp Franchise,F,2,T,NULL,775842,F,F,NULL,F,F,F,en_US,22:55.0,NULL,00:00.0,00:00.0,81,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,774810,NULL,Customer,F,nonups,NULL,NULL,F,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,775842,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,Kroger,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Kroger,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,F,C0761194 Kroger,F,NULL,NULL,F,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,49:57.0,NULL,49:57.0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,F,NULL,PDF,F,NULL,C0761194,761194,13,C0761194 Kroger,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,C0761194 Kroger,F,2,F,NULL,774716,F,F,NULL,T,F,F,en_US,08:19.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,774810,NULL,Customer,F,nonups,NULL,NULL,F,-8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,774716,0,T,NULL,NULL,21
